"the_geom","Group_Id","WorksiteNa","Address","Latitude","Longitude","City","Origin_Des","EmployerID","WorksiteID"
"POINT (-122.19859569999994 47.83463350000005)","6,412","Amazon - Bingo","180th St SE & 25th Dr SE, North Creek, WA 98012, USA","47.8346335","-122.1985957","North Creek","Origin","9840","5647"
"POINT (-122.1356017 47.66663680000005)","6,413","Amazon - Invictus","NE 68th St & Old Redmond Rd, Redmond, WA 98052, USA","47.6666368","-122.1356017","Redmond","Origin","9840","5165"
"POINT (-122.01598499999994 47.54175490000006)","6,414","Microsoft - Millennium D","NE Falls Dr & 10th Ave NE, Issaquah, WA 98029, USA","47.5417549","-122.015985","Issaquah","Origin","1024","5339"
"POINT (-122.14487679999996 47.14047860000005)","6,415","King Co. Metro - Central Maint Base","21005 128th St E, Bonney Lake, WA 98391, USA","47.1404786","-122.1448768","Bonney Lake","Origin","9761","627"
"POINT (-122.21350189999998 47.472623800000065)","6,416","Genie Industries - Scissors","205 S 7th St, Renton, WA 98057, USA","47.4726238","-122.2135019","Renton","Origin","3664","2735"
"POINT (-122.33425779999999 47.668840800000055)","6,417","Expedia - Group Way","5507 Kenwood Pl N, Seattle, WA 98103, USA","47.6688408","-122.3342578","Seattle","Origin","10391","5503"
"POINT (-122.18367589999997 47.82112810000007)","6,418","Amazon - Apollo","194th Pl SE, North Creek, WA 98012, USA","47.8211281","-122.1836759","North Creek","Origin","9840","5089"
"POINT (-122.17356099999995 47.836254100000076)","6,420","Amazon - Everest","4419 180th St SE, Bothell, WA 98012, USA","47.8362541","-122.173561","Bothell","Origin","9840","5260"
"POINT (-122.01838929999997 47.36033500000008)","6,421","Amazon - Blackfoot","26916 Maple Valley Hwy, Maple Valley, WA 98038, USA","47.360335","-122.0183893","Maple Valley","Origin","9840","4396"
"POINT (-122.12988599999994 47.97831080000003)","6,422","Amazon - Kumo","7428 19th Pl SE, Lake Stevens, WA 98258, USA","47.9783108","-122.129886","Lake Stevens","Origin","9840","4946"
"POINT (-122.29617759999996 47.614126800000065)","6,423","Expedia - Group Way","E Pike St & Martin Luther King Jr Way, Seattle, WA 98122, USA","47.6141268","-122.2961776","Seattle","Origin","10391","5503"
"POINT (-122.02740089999998 47.34373560000006)","6,424","King Co Metro - Atlantic/Central Base","23524 SE 288th St, Maple Valley, WA 98038, USA","47.3437356","-122.0274009","Maple Valley","Origin","9761","649"
"POINT (-122.0188245 47.36350790000006)","6,425","City of Issaquah","26520 Maple Valley Black Diamond Rd SE, Maple Valley, WA 98038, USA","47.3635079","-122.0188245","Maple Valley","Origin","5024","328"
"POINT (-122.58674959999996 47.31819060000004)","6,427","Bergelectric","Gig Harbor, WA 98335, USA","47.3181906","-122.5867496","Gig Harbor","Origin","1149","5732"
"POINT (-122.20695599999999 47.329359400000044)","6,428","Astronics","30415 101st Ave SE, Auburn, WA 98092, USA","47.3293594","-122.206956","Auburn","Origin","10634","3656"
"POINT (-122.10085399999997 47.68664200000006)","6,429","Microsoft - Bldg 27","178th Pl NE & 179th Pl NE, Redmond, WA 98052, USA","47.686642","-122.100854","Redmond","Origin","1024","4292"
"POINT (-122.14605659999995 47.87740220000006)","6,430","Amazon - Amelia","N Snohomish Cascade Dr & 63rd Ave SE, Silver Firs, WA 98296, USA","47.8774022","-122.1460566",,"Origin","9840","5171"
"POINT (-121.85956839999994 47.533065100000044)","6,433","Microsoft - Bldg 43","Snowberry Ave SE, Snoqualmie, WA 98065, USA","47.5330651","-121.8595684","Snoqualmie","Origin","1024","4660"
"POINT (-121.88193889999997 47.51716620000008)","6,434","Starbucks Coffee - Corp HQ","SE Jacobia St & Frontier Ave SE, Snoqualmie, WA 98065, USA","47.5171662","-121.8819389","Snoqualmie","Origin","4322","920"
"POINT (-122.3252005 47.821312000000034)","6,435","Allen Institute of Brain Science","196th St SW & 68th Ave W, Lynnwood, WA 98036, USA","47.821312","-122.3252005","Lynnwood","Origin","11011","4998"
"POINT (-122.17935929999999 47.863749100000064)","6,436","Amazon - Invictus","Seattle Hill Rd & 148th St SE, Washington 98012, USA","47.8637491","-122.1793593",,"Origin","9840","5165"
"POINT (-122.35706059999995 47.11056680000007)","6,437","King Co Metro - South Base","16005 Canyon Rd E, Puyallup, WA 98375, USA","47.1105668","-122.3570606","Puyallup","Origin","9761","642"
"POINT (-122.19506099999995 47.41562900000008)","6,438","Expedia - Group Way","20803 109th Ln SE, Kent, WA 98031, USA","47.415629","-122.195061","Kent","Origin","10391","5503"
"POINT (-122.28540019999997 47.083520200000066)","6,441","University of Washington - UW Tower Parking Garage W46","19006 106th Ave Ct E, Puyallup, WA 98374, USA","47.0835202","-122.2854002","Puyallup","Origin","7001","5764"
"POINT (-121.76366279999996 47.473986800000034)","6,444","Amazon - Athena","Stilson Ave SE & SE 140th St, Tanner, WA 98045, USA","47.4739868","-121.7636628","Tanner","Origin","9840","5678"
"POINT (-122.21350189999998 47.472623800000065)","6,446","Genie Industries - Scissors","205 S 7th St, Renton, WA 98057, USA","47.4726238","-122.2135019","Renton","Origin","3664","2735"
"POINT (-122.28816099999995 47.39201970000005)","6,447","University of Washington - 814 Northlake","23405 Military Rd S, Kent, WA 98032, USA","47.3920197","-122.288161","Kent","Origin","7001","3625"
"POINT (-122.16941849999995 47.56825230000004)","6,450","Adobe Systems","Factoria Blvd SE & SE Newport Way, Bellevue, WA 98006, USA","47.5682523","-122.1694185","Bellevue","Origin","4121","2527"
"POINT (-122.03342499999997 47.683436200000074)","6,453","Microsoft - Bldg 34","Redmond Ridge Dr NE & NE 94th Way, Union Hill-Novelty Hill, WA 98053, USA","47.6834362","-122.033425","Union Hill-Novelty Hill","Origin","1024","4265"
"POINT (-122.17324879999995 47.350868200000036)","6,454","Amazon - Doppler","12609 SE 279th Pl, Kent, WA 98030, USA","47.3508682","-122.1732488","Kent","Origin","9840","5019"
"POINT (-122.30482789999996 47.317539500000066)","6,456","Transportation Security Administration - Intl Blvd SeaTac","Federal Way, WA 98003, USA","47.3175395","-122.3048279","Federal Way","Origin","5021","3581"
"POINT (-122.18372759999994 47.80208660000005)","6,457","Microsoft - Union Hill Bldg 5","21522 37th Ave SE, Bothell, WA 98021, USA","47.8020866","-122.1837276","Bothell","Origin","1024","5750"
"POINT (-122.32289459999998 47.59558650000008)","6,459","SDOT - Haller Lake","714 S Charles St, Seattle, WA 98134, USA","47.5955865","-122.3228946","Seattle","Origin","5171","5691"
"POINT (-122.00833719999997 47.58794860000006)","6,460","Facebook - Meta - Spring District - Bldg 20","2554 248th Ave SE, Sammamish, WA 98075, USA","47.5879486","-122.0083372","Sammamish","Origin","11336","5741"
"POINT (-122.09450029999999 47.66071500000004)","6,462","Amazon - Otter","185th Ave NE & Redmond-Fall City Rd NE, Redmond, WA 98052, USA","47.660715","-122.0945003","Redmond","Origin","9840","4881"
"POINT (-122.25552199999998 47.791557700000055)","6,463","Amazon.com - Ruby","Locust Wy & 228th St SW, Brier, WA 98021, USA","47.7915577","-122.255522","Brier","Origin","9840","5166"
"POINT (-122.19732819999996 47.329987800000026)","6,465","City of Renton - Public Works","SE 304th St & 108th Ave SE, Auburn, WA 98092, USA","47.3299878","-122.1973282","Auburn","Origin","5035","3730"
"POINT (-122.20005519999995 47.82013170000005)","6,466","Starbucks Coffee - Corp HQ","24th Dr SE & 196th St SE, North Creek, WA 98012, USA","47.8201317","-122.2000552","North Creek","Origin","4322","920"
"POINT (-122.27012259999998 47.50610210000008)","6,467","SBM Management Service - Microsoft Bldg 25","51st Ave S & S Bangor St, Seattle, WA 98178, USA","47.5061021","-122.2701226","Seattle","Origin","1158","5751"
"POINT (-122.288975 47.14013210000007)","6,469","Technical Glass Products","105th Ave E & 128th St E, South Hill, WA 98374, USA","47.1401321","-122.288975","South Hill","Origin","11001","4133"
"POINT (-122.14316449999995 47.64869420000008)","6,470","Expedia - Group Way","148th Ave NE & NE 43rd Pl, Redmond, WA 98007, USA","47.6486942","-122.1431645","Redmond","Origin","10391","5503"
"POINT (-122.18626929999999 47.82574720000008)","6,471","Google - 6th Ave S Kirkland","18909 34th Dr SE, Bothell, WA 98012, USA","47.8257472","-122.1862693","Bothell","Origin","10778","4345"
"POINT (-122.33042289999997 47.599050000000034)","6,472","SEATTLE UNIVERSITY SCHOOL OF LAW","303 S Jackson St, Seattle, WA 98104, USA","47.59905","-122.3304229","Seattle","Origin","7020","4239"
"POINT (-122.05077389999997 47.62789120000008)","6,473","Amazon - Frontier","216th Pl NE & NE 20th Way, Sammamish, WA 98074, USA","47.6278912","-122.0507739","Sammamish","Origin","9840","5651"
"POINT (-122.24073409999994 47.46020560000005)","6,475","Boeing - Renton - Bldg 10-20","7301 Longacres Way, Tukwila, WA 98188, USA","47.4602056","-122.2407341","Tukwila","Origin","2013","5682"
"POINT (-122.11843749999997 47.35631250000006)","6,476","King Co Metro - South Base","9V4J GJ Covington, WA, USA","47.3563125","-122.1184375","Covington","Origin","9761","642"
"POINT (-122.12167269999998 47.62444420000003)","6,477","Microsoft - Advanta B","164th Ave NE & Northup Way, Bellevue, WA 98008, USA","47.6244442","-122.1216727","Bellevue","Origin","1024","5378"
"POINT (-122.11873519999995 47.70923510000006)","6,478","Amazon - Rufus","NE 122nd St & 166th Pl NE, Redmond, WA 98052, USA","47.7092351","-122.1187352","Redmond","Origin","9840","5167"
"POINT (-122.36234579999996 47.674406300000044)","6,479","Nintendo","410 NW 62nd St, Seattle, WA 98107, USA","47.6744063","-122.3623458","Seattle","Origin","4244","683"
"POINT (-122.18745969999998 47.91086190000004)","6,480","Apple Inc - Dexter","3318 95th Pl SE, Everett, WA 98208, USA","47.9108619","-122.1874597","Everett","Origin","11720","5713"
"POINT (-122.18222719999994 47.814415300000064)","6,481","Amazon - Day 1","Jewell Rd & York Rd, North Creek, WA 98012, USA","47.8144153","-122.1822272","North Creek","Origin","9840","5158"
"POINT (-122.12525939999995 48.03135220000007)","6,482","Amazon - Doppler","3830 79th Ave NE, Marysville, WA 98270, USA","48.0313522","-122.1252594","Marysville","Origin","9840","5019"
"POINT (-122.15658799999994 47.618893600000035)","6,484","Amazon.com - Ruby","13789 NE 10th Pl, Bellevue, WA 98005, USA","47.6188936","-122.156588","Bellevue","Origin","9840","5166"
"POINT (-122.03555789999996 47.62056160000003)","6,485","Amazon - Apollo","NE 12th Pl & 228th Ave NE, Sammamish, WA 98074, USA","47.6205616","-122.0355579","Sammamish","Origin","9840","5089"
"POINT (-122.17081229999997 47.834445800000026)","6,486","Amazon -  SEA 109","180th St SE & 46th Ave SE, Washington 98012, USA","47.8344458","-122.1708123",,"Origin","9840","5657"
"POINT (-121.88114739999997 47.51846480000006)","6,487","Starbucks Coffee - Corp HQ","34226 SE Jacobia St, Snoqualmie, WA 98065, USA","47.5184648","-121.8811474","Snoqualmie","Origin","4322","920"
"POINT (-122.17455999999999 47.82770570000008)","6,489","Starbucks Coffee - Corp HQ","187th Pl SE & 43rd Park SE, North Creek, WA 98012, USA","47.8277057","-122.17456","North Creek","Origin","4322","920"
"POINT (-122.43987819999995 47.139468100000045)","6,490","KING CO METRO-MAINT/REPAIR/FAC/STOR","Park Ave. S & Tule Lake Rd S, Parkland, WA 98444, USA","47.1394681","-122.4398782","Parkland","Origin","9761","650"
"POINT (-122.0333781 47.68022860000008)","6,491","Amazon - Bingo","Ridgewood, Ridgewood, 8716 230 Way NE, Redmond, WA 98053, USA","47.6802286","-122.0333781","Redmond","Origin","9840","5647"
"POINT (-122.01607499999994 47.54458110000007)","6,492","Adobe Systems","1008 NE High St, Issaquah, WA 98029, USA","47.5445811","-122.016075","Issaquah","Origin","4121","2527"
"POINT (-122.29734319999994 47.35896370000006)","6,496","King County Metro - Rail Division","Kent, WA 98032, USA","47.3589637","-122.2973432","Kent","Origin","9761","5752"
"POINT (-122.15578519999997 47.23103700000007)","6,497","City of Renton - City Hall","2829 206th Ave Ct E, Lake Tapps, WA 98391, USA","47.231037","-122.1557852","Lake Tapps","Origin","5035","340"
"POINT (-122.37361359999994 47.64704870000003)","6,498","Expedia - Group Way","13th Ave W, Seattle, WA 98119, USA","47.6470487","-122.3736136","Seattle","Origin","10391","5503"
"POINT (-122.30822009999997 47.57190740000004)","6,499","City of Redmond - NE 85th St Redmond","S Spokane St & Beacon Ave S, Seattle, WA 98144, USA","47.5719074","-122.3082201","Seattle","Origin","5124","338"
"POINT (-122.28792309999994 47.52612220000003)","6,504","University of Washington - South Campus Center","S Cloverdale St & Beacon Ave S, Seattle, WA 98118, USA","47.5261222","-122.2879231","Seattle","Origin","7001","5462"
"POINT (-122.18710169999997 47.16811360000003)","6,505","King Co Metro - South Base","45 Mt Rainier Loop E, Bonney Lake, WA 98391, USA","47.1681136","-122.1871017","Bonney Lake","Origin","9761","642"
"POINT (-122.30230489999997 47.49563940000007)","6,506","Genie Industries - RT Scissors","24th Ave S & S 120th St, Burien, WA 98168, USA","47.4956394","-122.3023049","Burien","Origin","3664","3775"
"POINT (-122.12839239999994 47.687553500000035)","6,508","Amazon - Fiona","NE 98th St & Redmond - Woodinville Rd NE, Redmond, WA 98052, USA","47.6875535","-122.1283924","Redmond","Origin","9840","5101"
"POINT (-122.20191359999995 47.78019120000005)","6,509","Expedia - Group Way","240th St SE & 23rd Ave SE, Bothell, WA 98021, USA","47.7801912","-122.2019136","Bothell","Origin","10391","5503"
"POINT (-122.30450049999996 47.55950550000006)","6,510","King Co Metro - Bellevue Base","S Columbian Way & Beacon Ave S, Seattle, WA 98108, USA","47.5595055","-122.3045005","Seattle","Origin","9761","625"
"POINT (-122.35993749999994 47.29456250000004)","6,511","Boeing Bldg 4-20","7JVR R2 Federal Way, WA, USA","47.2945625","-122.3599375","Federal Way","Origin","2013","5477"
"POINT (-122.19506999999999 47.645710000000065)","6,512","Amazon - Cricket","Bellevue, WA 98004, USA","47.64571","-122.19507","Bellevue","Origin","9840","4501"
"POINT (-122.01881249999997 47.36356250000006)","6,513","King Co Metro - West Point Treatment Plant","9X7J CF Maple Valley, WA, USA","47.3635625","-122.0188125","Maple Valley","Origin","9761","646"
"POINT (-122.16633379999996 47.15148540000007)","6,514","King County Solid Waste Division - Cedar Hills Landfill","198th Ave E & Rhodes Lake Rd E, Prairie Ridge, WA 98391, USA","47.1514854","-122.1663338","Prairie Ridge","Origin","9761","5759"
"POINT (-122.02714899999995 47.34354170000006)","6,516","Amazon.com - Houdini South","SE 288th St & 236th Ave SE, Washington 98038, USA","47.3435417","-122.027149",,"Origin","9840","5139"
"POINT (-122.02352839999998 47.35437150000007)","6,517","Starbucks Coffee - Corp HQ","238th Pl SE & SE 276th St, Maple Valley, WA 98038, USA","47.3543715","-122.0235284","Maple Valley","Origin","4322","920"
"POINT (-122.18536599999999 47.83455880000008)","6,519","Amazon - Apollo","180th St SE, Mill Creek, WA 98012, USA","47.8345588","-122.185366","Mill Creek","Origin","9840","5089"
"POINT (-122.08491949999996 48.025675800000045)","6,522","Amazon - Bingo","10817 31st St NE, Lake Stevens, WA 98258, USA","48.0256758","-122.0849195","Lake Stevens","Origin","9840","5647"
"POINT (-122.31050799999997 47.561639900000046)","6,523","Expedia - Group Way","S Snoqualmie St & S Columbian Way, Seattle, WA 98108, USA","47.5616399","-122.310508","Seattle","Origin","10391","5503"
"POINT (-122.38666999999998 47.56496000000004)","6,524","King County Wastewater - Monster Rd Renton","Seattle, WA 98116, USA","47.56496","-122.38667","Seattle","Origin","9761","3349"
"POINT (-122.12458429999998 48.03270870000006)","6,525","Amazon.com - Ruby","79th Ave NE & 40th St NE, Marysville, WA 98270, USA","48.0327087","-122.1245843","Marysville","Origin","9840","5166"
"POINT (-122.19668749999994 47.64381250000008)","6,526","Amazon - Doppler","JRV3 G8 Kirkland, WA, USA","47.6438125","-122.1966875","Kirkland","Origin","9840","5019"
"POINT (-122.03493749999996 47.68468750000005)","6,527","Amazon - Apollo","MXM8 V2 Union Hill-Novelty Hill, WA, USA","47.6846875","-122.0349375","Union Hill-Novelty Hill","Origin","9840","5089"
"POINT (-122.64611409999998 46.83971370000006)","6,529","Virginia Mason Hospital - Seattle Medical Center","Vail Loop Rd SE & Mulqueen Rd SE, Washington 98576, USA","46.8397137","-122.6461141",,"Origin","6040","4996"
"POINT (-122.10860409999998 47.61707730000006)","6,530","Amazon - re:Invent","17264 NE 8th St apt c, Bellevue, WA 98008, USA","47.6170773","-122.1086041","Bellevue","Origin","9840","5486"
"POINT (-122.1850164 47.667444200000034)","6,533","Boeing Everett Plant","Parking lot, 7024 116th Ave NE, Kirkland, WA 98033, USA","47.6674442","-122.1850164","Kirkland","Origin","2013","62"
"POINT (-122.12756129999997 47.68213590000005)","6,535","Expedia - Group Way","NE 90th St & 160th Ave NE, Redmond, WA 98052, USA","47.6821359","-122.1275613","Redmond","Origin","10391","5503"
"POINT (-122.08091759999996 47.44682300000005)","6,536","Google - 451 7th Ave S","19426 SE 174th St, Renton, WA 98058, USA","47.446823","-122.0809176","Renton","Origin","10778","5734"
"POINT (-122.06590349999999 47.34218370000008)","6,537","MAQ Software - HQ","SE Covington Sawyer Rd & 207th Ave SE, Lake Morton-Berrydale, WA 98042, USA","47.3421837","-122.0659035","Lake Morton-Berrydale","Origin","11107","5773"
